"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","colour","quality"
"2268",6.8,0.73,0.2,6.6,0.054,25,65,0.99324,3.12,0.28,11.1,0,0
"2269",6.3,0.29,0.23,14.2,0.037,24,99,0.99528,3.08,0.38,10.6,0,1
"2270",8.5,0.24,0.39,10.4,0.044,20,142,0.9974,3.2,0.53,10,0,1
"2271",6.7,0.3,0.44,18.75,0.057,65,224,0.99956,3.11,0.53,9.1,0,0
"2272",7.2,0.645,0,1.9,0.097,15,39,0.99675,3.37,0.58,9.2,1,1
"2273",8.1,0.34,0.28,7.5,0.04,70,230,0.99558,3.14,0.55,9.8,0,1
"2274",9.1,0.47,0.49,2.6,0.094,38,106,0.9982,3.08,0.59,9.1,1,0
"2275",8.8,0.23,0.74,3.2,0.042,15,126,0.9934,3.02,0.51,11.2,0,1
"2276",8,0.27,0.57,10.4,0.053,18,134,0.99732,3.12,0.68,9,0,0
"2277",6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,0,1
"2278",6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,0,0
"2279",5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,0,1
"2280",7.5,0.52,0.16,1.9,0.085,12,35,0.9968,3.38,0.62,9.5,1,1
"2281",6.6,0.16,0.4,1.5,0.044,48,143,0.9912,3.54,0.52,12.4,0,1
"2282",6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,0,1
"2283",7.5,0.29,0.31,8.95,0.055,20,151,0.9968,3.08,0.54,9.3,0,0
"2284",7,0.64,0.02,2.1,0.067,9,23,0.997,3.47,0.67,9.4,1,1
"2285",8.3,0.14,0.34,1.1,0.042,7,47,0.9934,3.47,0.4,10.2,0,1
"2286",7.2,0.58,0.03,2.3,0.077,7,28,0.99568,3.35,0.52,10,1,0
"2287",6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,1,0
"2288",6.3,0.15,0.3,1.4,0.022,38,100,0.99099,3.42,0.57,11.4,0,1
"2289",6.1,0.25,0.28,10,0.055,56,131,0.994,3.22,0.35,10.9,0,1
"2290",6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,0,0
"2291",6.8,0.19,0.34,1.9,0.04,41,108,0.99,3.25,0.45,12.9,0,1
"2292",6,0.25,0.28,2.2,0.026,54,126,0.9898,3.43,0.65,12.9,0,1
"2293",7.6,0.28,0.39,1.9,0.052,23,116,0.9941,3.25,0.4,10.4,0,1
"2294",6.3,0.21,0.28,1.5,0.051,46,142,0.9928,3.23,0.42,10.1,0,1
"2295",5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,1,0
"2296",7.2,0.27,0.28,15.2,0.046,6,41,0.99665,3.17,0.39,10.9,0,1
"2297",6.7,0.35,0.32,9,0.032,29,113,0.99188,3.13,0.65,12.9,0,1
"2298",7.1,0.3,0.36,6.8,0.055,44.5,234,0.9972,3.49,0.64,10.2,0,1
"2299",6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,1,1
"2300",7.2,0.35,0.25,5.6,0.032,23,120,0.99334,2.93,0.66,10.3,0,1
"2301",6.8,0.28,0.36,8,0.045,28,123,0.9928,3.02,0.37,11.4,0,1
"2302",8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,0,1
"2303",6.8,0.29,0.22,3.4,0.035,40,122,0.99024,3.09,0.47,12.3,0,1
"2304",6.9,0.17,0.3,2,0.047,13,117,0.99152,3.16,0.51,11.6,0,1
"2305",8.4,0.35,0.71,12.2,0.046,22,160,0.9982,2.98,0.65,9.4,0,0
"2306",6.6,0.26,0.25,11.6,0.045,45,178,0.99691,3.33,0.43,9.8,0,1
"2307",6.6,0.23,0.32,1.7,0.024,26,102,0.99084,3.29,0.6,11.8,0,1
"2308",8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,0,1
"2309",6.9,0.25,0.29,2.4,0.038,28,76,0.99088,3.01,0.36,11.7,0,1
"2310",7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9,0,1
"2311",7.5,0.58,0.14,2.2,0.077,27,60,0.9963,3.28,0.59,9.8,1,0
"2312",7.2,0.27,0.42,1.6,0.05,35,135,0.992,2.94,0.46,11,0,1
"2313",6.9,0.29,0.25,12.2,0.04,29,136,0.99552,3.05,0.65,10.4,0,1
"2314",6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,0,1
"2315",8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,1,1
"2316",6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,0,1
"2317",5.8,0.68,0.02,1.8,0.087,21,94,0.9944,3.54,0.52,10,1,0
"2318",7.4,0.25,0.49,1.1,0.042,35,156,0.9917,3.13,0.55,11.3,0,0
"2319",6.6,0.19,0.41,8.9,0.046,51,169,0.9954,3.14,0.57,9.8,0,1
"2320",6.5,0.26,0.27,12.9,0.044,69,215,0.9967,3.17,0.43,10,0,1
"2321",7.1,0.2,0.35,3.2,0.034,21,107,0.99195,3.11,0.54,11.1,0,1
"2322",9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,0,1
"2323",5.1,0.25,0.36,1.3,0.035,40,78,0.9891,3.23,0.64,12.1,0,1
"2324",7.2,0.835,0,2,0.166,4,11,0.99608,3.39,0.52,10,1,0
"2325",6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,0,1
"2326",7.4,0.32,0.27,1.4,0.049,38,173,0.99335,3.03,0.52,9.3,0,0
"2327",8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,1,0
"2328",9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,1,0
"2329",5.4,0.5,0.13,5,0.028,12,107,0.99079,3.48,0.88,13.5,0,1
"2330",5.8,0.61,0.11,1.8,0.066,18,28,0.99483,3.55,0.66,10.9,1,1
"2331",7.1,0.25,0.28,1.6,0.052,46,169,0.9926,3.05,0.41,10.5,0,0
"2332",9.2,0.71,0.23,6.2,0.042,15,93,0.9948,2.89,0.34,10.1,0,1
"2333",7.9,0.6,0.06,1.6,0.069,15,59,0.9964,3.3,0.46,9.4,1,0
"2334",10.4,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4,1,1
"2335",7.2,0.16,0.29,1,0.031,40,123,0.98958,3.12,0.4,12.1,0,1
"2336",5.4,0.255,0.33,1.2,0.051,29,122,0.99048,3.37,0.66,11.3,0,1
"2337",7.1,0.18,0.49,1.3,0.033,12,72,0.99072,3.05,0.53,11.3,0,1
"2338",5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,0,1
"2339",11.4,0.6,0.49,2.7,0.085,10,41,0.9994,3.15,0.63,10.5,1,1
"2340",11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,1,1
"2341",7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,0,0
"2342",5.7,0.21,0.32,1.6,0.03,33,122,0.99044,3.33,0.52,11.9,0,1
"2343",6,0.26,0.18,7,0.055,50,194,0.99591,3.21,0.43,9,0,0
"2344",6.3,0.3,0.28,5,0.042,36,168,0.99505,3.22,0.69,9.5,0,1
"2345",8.7,0.625,0.16,2,0.101,13,49,0.9962,3.14,0.57,11,1,0
"2346",7.9,0.25,0.29,5.3,0.031,33,117,0.9918,3.06,0.32,11.8,0,1
"2347",8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,1,1
"2348",6,0.59,0,0.8,0.037,30,95,0.99032,3.1,0.4,10.9,0,0
"2349",6.9,0.28,0.31,7.2,0.04,47,168,0.9946,3.29,0.57,10.6,0,1
"2350",7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,0,0
"2351",6,0.28,0.34,1.6,0.119,33,104,0.9921,3.19,0.38,10.2,0,1
"2352",6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,0,1
"2353",7,0.25,0.56,2,0.035,20,95,0.9918,3.23,0.53,11,0,1
"2354",7.2,0.16,0.26,7.1,0.054,41,224,0.9966,3.38,0.55,10.1,0,0
"2355",6.9,0.4,0.42,6.2,0.066,41,176,0.99552,3.12,0.54,9.4,0,0
"2356",7.5,0.38,0.5,12.8,0.042,57,184,0.9984,3.09,0.46,9,0,1
"2357",9.3,0.38,0.48,3.8,0.132,3,11,0.99577,3.23,0.57,13.2,1,1
"2358",6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,0,1
"2359",8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,1,1
"2360",8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,1,0
"2361",6,0.24,0.41,1.3,0.036,42,118,0.99018,3.04,0.64,11.73333333,0,1
"2362",6.1,0.26,0.28,1.7,0.043,24,98,0.98918,3.14,0.44,12.5,0,1
"2363",7.6,0.78,0,1.7,0.076,33,45,0.99612,3.31,0.62,10.7,1,1
"2364",6.6,0.4,0.32,1.7,0.035,39,84,0.99096,3.59,0.48,12.7,0,1
"2365",6.8,0.3,0.26,20.3,0.037,45,150,0.99727,3.04,0.38,12.3,0,1
"2366",9.2,0.52,1,3.4,0.61,32,69,0.9996,2.74,2,9.4,1,0
"2367",6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,0,1
"2368",5.9,0.445,0.26,1.4,0.027,23,109,0.99148,3.3,0.36,10.5,0,1
"2369",7.4,0.24,0.31,8.4,0.045,52,183,0.9963,3.09,0.32,8.8,0,0
"2370",6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,0,0
"2371",5.9,0.44,0.33,1.2,0.049,12,117,0.99134,3.46,0.44,11.5,0,0
"2372",6.1,0.22,0.38,2.8,0.144,12,65,0.9908,2.95,0.64,11.4,0,1
"2373",7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,0,1
"2374",7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,1,0
"2375",7,0.18,0.49,5.3,0.04,34,125,0.9914,3.24,0.4,12.2,0,1
"2376",6.1,0.21,0.3,6.3,0.039,47,136,0.99068,3.27,0.31,12.7,0,1
"2377",6.5,0.26,0.39,1.4,0.02,12,66,0.99089,3.25,0.75,11.3,0,1
"2378",6,0.22,0.33,12.2,0.033,25,97,0.99356,3.17,0.42,11.3,0,1
"2379",5.6,0.295,0.2,2.2,0.049,18,134,0.99378,3.21,0.68,10,0,0
"2380",7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,0,1
"2381",7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4,0,0
"2382",6.4,0.28,0.36,1.3,0.053,28,186,0.99211,3.31,0.45,10.8,0,0
"2383",7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2,0,1
"2384",6.7,0.24,0.26,5.4,0.03,15,94,0.99045,3.15,0.38,12.7,0,1
"2385",7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,1,1
"2386",5.2,0.405,0.15,1.45,0.038,10,44,0.99125,3.52,0.4,11.6,0,0
"2387",7.1,0.45,0.24,2.7,0.04,24,87,0.98862,2.94,0.38,13.4,0,1
"2388",5.8,0.275,0.3,5.4,0.043,41,149,0.9926,3.33,0.42,10.8,0,1
"2389",6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,0,1
"2390",6,0.67,0.07,1.2,0.06,9,108,0.9931,3.11,0.35,8.7,0,0
"2391",7.5,0.18,0.72,9.6,0.039,53,151,0.99802,3.03,0.46,8.9,0,0
"2392",6.4,0.29,0.44,3.6,0.197,75,183,0.9942,3.01,0.38,9.1,0,0
"2393",6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,0,0
"2394",5.5,0.24,0.32,8.7,0.06,19,102,0.994,3.27,0.31,10.4,0,0
"2395",9.9,0.44,0.46,2.2,0.091,10,41,0.99638,3.18,0.69,11.9,1,1
"2396",6.2,0.16,0.34,1.7,0.038,85,153,0.9909,3.33,0.86,12,0,1
"2397",7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,0,1
"2398",10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,1,1
"2399",7.6,0.21,0.6,2.1,0.046,47,165,0.9936,3.05,0.54,10.1,0,1
"2400",7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,0,1
"2401",7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,0,0
"2402",13.3,0.34,0.52,3.2,0.094,17,53,1.0014,3.05,0.81,9.5,1,1
"2403",7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,1,1
"2404",7.2,0.27,0.46,18.75,0.052,45,255,1,3.04,0.52,8.9,0,0
"2405",7.1,0.46,0.23,13.7,0.045,44,192,0.9981,3.11,0.53,9.4,0,0
"2406",7.2,0.31,0.46,5,0.04,3,29,0.9906,3.04,0.53,12.5,0,0
"2407",5.3,0.165,0.24,1.1,0.051,25,105,0.9925,3.32,0.47,9.1,0,0
"2408",7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,0,1
"2409",5.7,0.245,0.33,1.1,0.049,28,150,0.9927,3.13,0.42,9.3,0,0
"2410",7.7,0.26,0.32,1.2,0.04,26,117,0.993,3.21,0.56,10.8,0,0
"2411",6.7,0.34,0.3,15.6,0.054,51,196,0.9982,3.19,0.49,9.3,0,0
"2412",7.2,0.24,0.4,1.4,0.045,31,106,0.9914,2.88,0.38,10.8,0,1
"2413",7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,1,0
"2414",6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,0,0
"2415",6.3,0.695,0.55,12.9,0.056,58,252,0.99806,3.29,0.49,8.7,0,0
"2416",6.3,0.37,0.37,1.5,0.024,12,76,0.98876,2.94,0.39,12.3,0,1
"2417",7.5,0.33,0.48,19.45,0.048,55,243,1.001,2.95,0.4,8.8,0,0
"2418",7.7,0.27,0.49,3.8,0.037,46,139,0.99116,3.04,0.38,11.6,0,1
"2419",7.1,0.2,0.41,2.1,0.054,24,166,0.9948,3.48,0.62,10.5,0,1
"2420",7.7,0.18,0.3,1.2,0.046,49,199,0.99413,3.03,0.38,9.3,0,0
"2421",7.8,0.445,0.56,1,0.04,8,84,0.9938,3.25,0.43,10.8,0,0
"2422",7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,1,0
"2423",6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,0,1
"2424",5.7,0.25,0.32,12.2,0.041,43,127,0.99524,3.23,0.53,10.4,0,1
"2425",6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,0,0
"2426",6.3,0.39,0.22,2.8,0.048,53,173,0.99304,3.24,0.45,9.8,0,0
"2427",7,0.17,0.74,12.8,0.045,24,126,0.9942,3.26,0.38,12.2,0,1
"2428",6.9,0.19,0.35,6.9,0.045,51,125,0.9933,3.1,0.44,10.7,0,1
"2429",6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4,0,1
"2430",6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7,0,0
"2431",11.8,0.38,0.55,2.1,0.071,5,19,0.9986,3.11,0.62,10.8,1,1
"2432",10.1,0.27,0.54,2.3,0.065,7,26,0.99531,3.17,0.53,12.5,1,1
"2433",8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,1,0
"2434",7.8,0.545,0.12,2.5,0.068,11,35,0.996,3.34,0.61,11.6,1,1
"2435",6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,0,1
"2436",10.2,0.29,0.65,2.4,0.075,6,17,0.99565,3.22,0.63,11.8,1,1
"2437",7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,0,0
"2438",6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,0,1
"2439",7.7,0.275,0.3,1,0.039,19,75,0.992,3.01,0.56,10.7,0,0
"2440",5.6,0.28,0.4,6.1,0.034,36,118,0.99144,3.21,0.43,12.1,0,1
"2441",5.7,0.27,0.32,1.2,0.046,20,155,0.9934,3.8,0.41,10.2,0,1
"2442",6.7,0.42,0.27,8.6,0.068,24,148,0.9948,3.16,0.57,11.3,1,1
"2443",6.4,0.15,0.4,1.5,0.042,23,87,0.98972,3.11,0.46,12.2,0,1
"2444",6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,0,0
"2445",7.7,0.49,1,19.6,0.03,28,135,0.9973,3.24,0.4,12,0,1
"2446",9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,1,0
"2447",6.9,0.21,0.62,6.3,0.042,7,109,0.99358,2.96,0.59,10.2,0,1
"2448",6.9,0.19,0.32,7.9,0.042,30,130,0.99456,3.4,0.39,10.5,0,1
"2449",7.2,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9,1,1
"2450",7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,0,1
"2451",10.3,0.27,0.24,2.1,0.072,15,33,0.9956,3.22,0.66,12.8,1,1
"2452",6.9,0.3,0.36,4.5,0.054,31,203,0.99513,3.4,0.57,10.4,0,0
"2453",6.7,0.18,0.25,14.3,0.048,79,149,0.9975,3.12,0.37,9.7,0,0
"2454",7.3,0.3,0.25,2.5,0.045,32,122,0.99329,3.18,0.54,10.3,0,0
"2455",7.3,0.44,0.2,1.6,0.049,24,64,0.9935,3.38,0.57,11.7,1,1
"2456",7.7,0.28,0.63,11.1,0.039,58,179,0.9979,3.08,0.44,8.8,0,0
"2457",6.9,0.2,0.4,7.7,0.032,51,176,0.9939,3.22,0.27,11.4,0,0
"2458",11.5,0.54,0.71,4.4,0.124,6,15,0.9984,3.01,0.83,11.8,1,1
"2459",7.9,0.14,0.74,1.2,0.028,30,165,0.991,3.08,0.82,12.3,0,1
"2460",7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,0,0
"2461",7.5,0.34,0.35,6,0.034,12,126,0.9924,3.16,0.39,12,0,1
"2462",6.8,0.26,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4,0,1
"2463",6.4,0.13,0.47,1.6,0.092,40,158,0.9928,3.21,0.36,9.8,0,1
"2464",9.2,0.34,0.27,1.2,0.026,17,73,0.9921,3.08,0.39,10.8,0,0
"2465",5.6,0.605,0.05,2.4,0.073,19,25,0.99258,3.56,0.55,12.9,1,0
"2466",6.9,0.19,0.6,4,0.037,6,122,0.99255,2.92,0.59,10.4,0,0
"2467",6.1,0.4,0.31,0.9,0.048,23,170,0.993,3.22,0.77,9.5,0,1
"2468",7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,1,1
"2469",5.8,0.38,0.26,1.1,0.058,20,140,0.99271,3.27,0.43,9.7,0,1
"2470",7.8,0.39,0.42,2,0.086,9,21,0.99526,3.39,0.66,11.6,1,1
"2471",7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,0,0
"2472",6.7,0.54,0.28,5.4,0.06,21,105,0.9949,3.27,0.37,9,0,0
"2473",7.4,0.41,0.34,4.7,0.042,19,127,0.9953,3.25,0.42,10.4,0,0
"2474",6.6,0.24,0.33,10.1,0.032,8,81,0.99626,3.19,0.51,9.8,0,1
"2475",8.6,0.34,0.36,1.4,0.045,11,119,0.99556,3.17,0.47,9.4,0,0
"2476",6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,0,0
"2477",8.3,0.715,0.15,1.8,0.089,10,52,0.9968,3.23,0.77,9.5,1,0
"2478",6.8,0.25,0.3,11.8,0.043,53,133,0.99524,3.03,0.58,10.4,0,1
"2479",9,0.17,0.49,1,0.039,46,131,0.993,3.09,0.51,10.5,0,1
"2480",7.3,0.19,0.49,15.55,0.058,50,134,0.9998,3.42,0.36,9.1,0,1
"2481",6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,0,1
"2482",6.3,0.26,0.29,2.2,0.043,35,175,0.9918,3.38,0.43,11.6,0,1
"2483",5.9,0.19,0.21,1.7,0.045,57,135,0.99341,3.32,0.44,9.5,0,0
"2484",6.3,0.33,0.27,1.2,0.046,34,175,0.9934,3.37,0.54,9.4,0,1
"2485",5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,0,0
"2486",8.5,0.56,0.74,17.85,0.051,51,243,1.0005,2.99,0.7,9.2,0,0
"2487",8.4,0.22,0.28,18.8,0.028,55,130,0.998,2.96,0.35,11.6,0,0
"2488",7.5,0.18,0.45,4.6,0.041,67,158,0.9927,3.01,0.38,10.6,0,1
"2489",6.5,0.23,0.33,13.8,0.042,25,139,0.99695,3.35,0.56,10.4,0,1
"2490",11.9,0.58,0.58,1.9,0.071,5,18,0.998,3.09,0.63,10,1,1
"2491",6.3,0.39,0.35,5.9,0.04,82.5,260,0.9941,3.12,0.66,10.1,0,0
"2492",6.9,0.19,0.38,1.15,0.023,30,105,0.99047,3.11,0.38,11.4,0,0
"2493",8.6,0.27,0.46,6.1,0.032,13,41,0.993,2.89,0.34,10.9,0,0
"2494",6.4,0.39,0.21,1.2,0.041,35,136,0.99225,3.15,0.46,10.2,0,0
"2495",5.8,0.15,0.28,0.8,0.037,43,127,0.99198,3.24,0.51,9.3,0,0
"2496",7,0.78,0.08,2,0.093,10,19,0.9956,3.4,0.47,10,1,0
"2497",7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,0,1
"2498",6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,0,0
"2499",6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,0,0
"2500",6.8,0.44,0.2,16,0.065,61,186,0.99884,3.13,0.45,8.6,0,0
"2501",8.2,0.74,0.09,2,0.067,5,10,0.99418,3.28,0.57,11.8,1,1
"2502",6.3,0.26,0.25,5.2,0.046,11,133,0.99202,2.97,0.68,11,0,1
"2503",6.4,0.32,0.5,10.7,0.047,57,206,0.9968,3.08,0.6,9.4,0,0
"2504",6.4,0.34,0.1,1.1,0.048,19,84,0.9927,3.21,0.38,9.8,0,0
"2505",10.9,0.37,0.58,4,0.071,17,65,0.99935,3.22,0.78,10.1,1,0
"2506",6.4,0.37,0.19,3.5,0.068,18,101,0.9934,3.03,0.38,9,0,1
"2507",7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,0,1
"2508",7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,1,0
"2509",7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2,0,1
"2510",9.1,0.795,0,2.6,0.096,11,26,0.9994,3.35,0.83,9.4,1,1
"2511",7.1,0.32,0.29,4,0.038,33,170,0.99463,3.27,0.64,10.2,0,1
"2512",6.9,0.2,0.5,10,0.036,78,167,0.9964,3.15,0.55,10.2,0,1
"2513",6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,0,0
"2514",5.9,0.5,0.05,2.6,0.054,36,146,0.9948,3.43,0.5,9.2,0,1
"2515",7,0.46,0.39,6.2,0.039,46,163,0.9928,3.21,0.35,12.2,0,1
"2516",7,0.25,0.33,2.1,0.021,17,76,0.99021,3.26,0.45,12.3,0,1
"2517",7.6,0.52,0.12,3,0.067,12,53,0.9971,3.36,0.57,9.1,1,0
"2518",7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,0,1
"2519",6.8,0.25,0.29,2,0.042,19,189,0.9952,3.46,0.54,10.2,0,1
"2520",7.1,0.21,0.28,2.7,0.034,23,111,0.99405,3.35,0.64,10.2,0,0
"2521",7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,0,0
"2522",7.4,0.2,0.36,1.2,0.038,44,111,0.9926,3.36,0.34,9.9,0,1
"2523",10.2,0.29,0.49,2.6,0.059,5,13,0.9976,3.05,0.74,10.5,1,1
"2524",10.4,0.575,0.61,2.6,0.076,11,24,1,3.16,0.69,9,1,0
"2525",7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8,0,0
"2526",8.3,0.49,0.43,2.5,0.036,32,116,0.9944,3.23,0.47,10.7,0,1
"2527",6.4,0.68,0.26,3.4,0.069,25,146,0.99347,3.18,0.4,9.3,0,0
"2528",8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4,0,1
"2529",6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,0,1
"2530",7.7,0.935,0.43,2.2,0.114,22,114,0.997,3.25,0.73,9.2,1,0
"2531",6.8,0.43,0.26,5.2,0.043,40,176,0.99116,3.17,0.41,12.3,0,1
"2532",6.1,0.34,0.27,2.6,0.024,20,105,0.9906,3.4,0.67,12.2,0,1
"2533",7.9,0.72,0.01,1.9,0.076,7,32,0.99668,3.39,0.54,9.6,1,0
"2534",6.3,0.29,0.14,7.05,0.045,50,177,0.99564,3.23,0.42,9,0,0
"2535",8.8,0.39,0.35,1.8,0.096,22,80,0.99016,2.95,0.54,12.6,0,1
"2536",6.4,0.63,0.21,1.6,0.08,12,32,0.99689,3.58,0.66,9.8,1,0
"2537",7,0.24,0.51,11,0.029,55,227,0.9965,3.03,0.61,9.5,0,0
"2538",6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9,0,1
"2539",5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,0,1
"2540",7.8,0.18,0.46,13.6,0.052,38,118,0.998,3.15,0.5,10,0,1
"2541",6.2,0.29,0.32,3.6,0.026,39,138,0.9892,3.31,0.37,13.1,0,1
"2542",7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,0,1
"2543",7.8,0.645,0,5.5,0.086,5,18,0.9986,3.4,0.55,9.6,1,1
"2544",8.2,0.38,0.32,2.5,0.08,24,71,0.99624,3.27,0.85,11,1,1
"2545",8.5,0.25,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12,0,1
"2546",7.1,0.34,0.32,2,0.051,29,130,0.99354,3.3,0.5,10.4,0,1
"2547",6.3,0.27,0.23,2.9,0.047,13,100,0.9936,3.28,0.43,9.8,0,0
"2548",6.5,0.115,0.29,1.95,0.038,73,166,0.989,3.12,0.25,12.9,0,1
"2549",7,0.5,0.14,1.8,0.078,10,23,0.99636,3.53,0.61,10.4,1,0
"2550",7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,0,0
"2551",7,0.34,0.39,6.9,0.066,43,162,0.99561,3.11,0.53,9.5,0,0
"2552",7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,0,1
"2553",6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,0,1
"2554",11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.03333333,1,1
"2555",6.9,0.24,0.33,1.7,0.035,47,136,0.99,3.26,0.4,12.6,0,1
"2556",10.7,0.9,0.34,6.6,0.112,23,99,1.00289,3.22,0.68,9.3,1,0
